Name	geneid	logFC.mesen	logCPM.mesen	LR.mesen	PValue.mesen	FDR.mesen	logFC.diff	logCPM.diff	LR.diff	PValue.diff	FDR.diff	Row.names.y	logFC.immuno	logCPM.immuno	LR.immuno	PValue.immuno	FDR.immuno	logFC.prolif	logCPM.prolif	LR.prolif	PValue.prolif	FDR.prolif
GUSB	2990	-0.13660347	6.237575523	3.324703092	0.068246336	0.129900308	-0.17468038	6.237575523	5.252023179	0.021921269	0.061152822	GUSB|2990	0.282785987	6.237575523	15.8725815	6.78E-05	0.000418798	0.028497863	6.237575523	0.158259632	0.690763912	0.752391567
GUSBL2	375513	-0.248749204	2.794355232	6.109701585	0.013444183	0.034534432	-0.450369808	2.794355232	18.92594124	1.36E-05	0.000145782	GUSBL2|375513	0.22611475	2.794355232	5.675080427	0.017207551	0.043941794	0.473004262	2.794355232	25.65050497	4.09E-07	2.13E-06
GUSBP1	728411	-0.061840088	2.914714723	0.421069494	0.516403869	0.622556813	-0.00917423	2.914714723	0.009053878	0.924194202	0.953529721	GUSBP1|728411	0.174564609	2.914714723	3.66323514	0.055625525	0.113215881	-0.103550291	2.914714723	1.261199007	0.261424257	0.339586091
GUSBP3	653188	-0.257533024	1.26439186	5.783127663	0.016180724	0.040173177	-0.006850425	1.26439186	0.004084629	0.94904101	0.970397307	GUSBP3|653188	-0.004804935	1.26439186	0.002200877	0.962582167	0.975276403	0.269188384	1.26439186	7.208797256	0.007254709	0.014949694
GVIN1	387751	0.709108268	0.601290464	28.17530648	1.11E-07	1.35E-06	-0.715179794	0.601290464	23.20077102	1.46E-06	2.32E-05	GVIN1|387751	1.354250687	0.601290464	113.8611684	1.40E-26	1.36E-24	-1.348179161	0.601290464	85.12044189	2.81E-20	9.34E-19
GXYLT1	283464	-0.029365002	4.574731874	0.134509177	0.71380183	0.791367498	-0.289855097	4.574731874	12.3089811	0.000450784	0.002586173	GXYLT1|283464	-0.224093643	4.574731874	8.154745792	0.004294862	0.014181342	0.543313742	4.574731874	52.34880634	4.65E-13	6.24E-12
ANTXR1	84168	1.592796198	7.4708146	259.053427	2.76E-58	1.83E-55	-0.471210151	7.4708146	17.77939902	2.48E-05	0.000239235	ANTXR1|84168	-0.598458108	7.4708146	31.13187098	2.41E-08	3.56E-07	-0.523127939	7.4708146	24.22127372	8.59E-07	4.21E-06
GXYLT2	727936	0.671424336	3.724818995	28.60356235	8.88E-08	1.10E-06	-0.143657763	3.724818995	1.158814014	0.281711639	0.425012145	GXYLT2|727936	-0.74735448	3.724818995	32.03095411	1.52E-08	2.35E-07	0.219587907	3.724818995	3.11618654	0.077518001	0.120499063
GYG1	2992	-0.157945199	5.872574092	3.568670235	0.058879444	0.11586987	-0.007267531	5.872574092	0.007472982	0.931111555	0.957743523	GYG1|2992	0.517877463	5.872574092	43.85248889	3.54E-11	8.51E-10	-0.352664733	5.872574092	18.69715083	1.53E-05	5.82E-05
GYG2	8908	0.012172171	3.759222631	0.007571486	0.930660154	0.951360948	-0.221299433	3.759222631	2.358322313	0.124616144	0.232688806	GYG2|8908	-0.266913343	3.759222631	3.749414794	0.052826003	0.10859313	0.476040604	3.759222631	13.00475108	0.000310702	0.000891604
GYLTL1B	120071	-0.440397382	6.137176757	10.11766668	0.001468548	0.005610134	0.254190812	6.137176757	3.567280902	0.05892873	0.132980841	GYLTL1B|120071	-0.311780436	6.137176757	5.499871394	0.019017872	0.047778674	0.497987006	6.137176757	15.40618574	8.67E-05	0.000281224
GYPC	2995	0.641095358	4.645325066	29.17384856	6.62E-08	8.37E-07	-0.08829552	4.645325066	0.494830041	0.481780609	0.619985333	GYPC|2995	0.209262227	4.645325066	3.146708536	0.076080284	0.145508137	-0.762062065	4.645325066	37.66992966	8.38E-10	6.90E-09
GYS1	2997	0.175143341	6.70529143	5.718195218	0.01678998	0.041442346	0.240715935	6.70529143	10.58457184	0.001140353	0.005531585	GYS1|2997	-0.073240316	6.70529143	1.033388243	0.309364193	0.433098482	-0.342618959	6.70529143	22.12333685	2.56E-06	1.14E-05
GZF1	64412	-0.008462038	4.529232194	0.019987245	0.887572712	0.920982703	-0.086713292	4.529232194	2.017819595	0.155462236	0.274253917	GZF1|64412	-0.152473061	4.529232194	6.792577464	0.009153765	0.026447688	0.247648392	4.529232194	18.87029719	1.40E-05	5.36E-05
GZMA	3001	0.486514446	2.026777358	8.077252305	0.004482436	0.014079458	-0.458471776	2.026777358	6.192188476	0.012831541	0.040204614	GZMA|3001	1.723925878	2.026777358	117.3011198	2.47E-27	2.64E-25	-1.751968547	2.026777358	85.42193849	2.41E-20	8.06E-19
GZMB	3002	0.31577748	1.981029532	2.456071948	0.117071223	0.197656763	-0.654768148	1.981029532	9.053056002	0.002622561	0.010953981	GZMB|3002	1.665769013	1.981029532	80.2773438	3.25E-19	1.70E-17	-1.326778346	1.981029532	38.10554697	6.70E-10	5.62E-09
GZMH	2999	0.61147223	0.396369424	10.66136917	0.001093964	0.004421195	-0.729223782	0.396369424	12.38851548	0.000431983	0.002509095	GZMH|2999	1.744429235	0.396369424	99.03138154	2.49E-23	1.77E-21	-1.626677684	0.396369424	61.46024202	4.52E-15	7.82E-14
ANTXR2	118429	1.538705594	4.154338466	256.0546651	1.24E-57	7.56E-55	-0.47698371	4.154338466	19.32994611	1.10E-05	0.000122732	ANTXR2|118429	-0.164624609	4.154338466	2.632419484	0.104702054	0.187379723	-0.897097276	4.154338466	72.28119034	1.87E-17	4.31E-16
GZMK	3003	1.303504461	1.146447646	42.69483688	6.40E-11	1.23E-09	-1.201187024	1.146447646	26.16808245	3.13E-07	6.33E-06	GZMK|3003	1.560698597	1.146447646	65.00854299	7.46E-16	3.02E-14	-1.663016035	1.146447646	53.05340283	3.25E-13	4.42E-12
GZMM	3004	0.692467248	-0.474460079	16.02131971	6.26E-05	0.000390162	-0.726363351	-0.474460079	14.175532	0.000166522	0.001146732	GZMM|3004	1.635971692	-0.474460079	100.6373581	1.10E-23	8.36E-22	-1.602075588	-0.474460079	69.14618946	9.14E-17	1.95E-15
H19	283120	0.844840699	11.02077033	7.785357657	0.005267136	0.016037565	0.375787969	11.02077033	1.428354417	0.232033186	0.369313842	H19|283120	0.043715786	11.02077033	0.020322939	0.88663884	0.924247929	-1.264344454	11.02077033	14.6574031	0.000128927	0.000403722
H1F0	3005	-0.218189444	8.220202616	4.096174784	0.042980351	0.089674544	-0.085830554	8.220202616	0.625629103	0.428963135	0.572754078	H1F0|3005	0.279549164	8.220202616	7.563942433	0.005954759	0.018463879	0.024470834	8.220202616	0.056893024	0.8114758	0.851674477
H1FX	8971	-0.380262617	8.045669303	19.31580934	1.11E-05	8.53E-05	-0.21324038	8.045669303	6.020029697	0.014144409	0.043310134	H1FX|8971	0.220840622	8.045669303	7.434887453	0.006397136	0.019603795	0.372662376	8.045669303	21.66322675	3.25E-06	1.42E-05
H2AFJ	55766	-0.131792792	5.548379481	0.983356795	0.32137147	0.434563858	-0.115478011	5.548379481	0.734475104	0.391436468	0.537606676	H2AFJ|55766	0.473112201	5.548379481	14.37598795	0.000149699	0.000832623	-0.225841398	5.548379481	3.069085706	0.079794338	0.123545187
H2AFV	94239	-0.093813369	7.331797552	2.083018069	0.148945425	0.238676688	-0.248910481	7.331797552	13.95912103	0.000186829	0.001259771	H2AFV|94239	0.066800827	7.331797552	1.144357328	0.284733481	0.407159778	0.275923023	7.331797552	20.11299929	7.30E-06	2.95E-05
H2AFX	3014	-0.385758695	7.274641684	14.13216029	0.000170405	0.000924138	-0.156340025	7.274641684	2.319026752	0.127799965	0.236824591	H2AFX|3014	0.277230732	7.274641684	8.383752264	0.0037859	0.012815801	0.264867988	7.274641684	7.703195446	0.005512315	0.011775501
H2AFY	9555	-0.126765549	7.842277879	3.200304687	0.073624553	0.137623089	-0.040980714	7.842277879	0.328260814	0.566684983	0.692513814	H2AFY|9555	0.195065323	7.842277879	8.356166529	0.003843806	0.012973592	-0.027319061	7.842277879	0.161382884	0.687886507	0.750009285
H2AFY2	55506	-0.172204081	5.781994596	2.179932018	0.139820638	0.227044358	-0.1135051	5.781994596	0.926197167	0.335853042	0.483464432	H2AFY2|55506	-0.462903204	5.781994596	16.22620704	5.62E-05	0.000356136	0.748612385	5.781994596	48.50423518	3.30E-12	3.92E-11
ANTXRL	195977	-0.661694697	0.349939071	3.06586367	0.079952665	0.146640938	1.079595792	0.349939071	9.717919101	0.0018248	0.008152382	ANTXRL|195977	0.371199602	0.349939071	1.161976945	0.281055917	0.403037576	-0.789100697	0.349939071	4.642971545	0.031180967	0.054457505
H2AFZ	3015	-0.273861749	7.150994584	9.150292959	0.002486782	0.008686323	-0.458856455	7.150994584	24.32547303	8.14E-07	1.40E-05	H2AFZ|3015	0.518235383	7.150994584	37.99370466	7.10E-10	1.41E-08	0.214482821	7.150994584	6.365816518	0.011633955	0.022759223
H3F3A	3020	-0.254451655	8.682730093	9.970230965	0.001590915	0.005976908	-0.064483342	8.682730093	0.636567384	0.424956537	0.569052715	H3F3A|3020	-0.006568587	8.682730093	0.007284815	0.931982244	0.954058808	0.325503584	8.682730093	18.66610061	1.56E-05	5.90E-05
H3F3B	3021	-0.092230355	8.992102704	1.371618003	0.241534083	0.347575108	0.05368937	8.992102704	0.459648094	0.497788483	0.634147637	H3F3B|3021	0.145129018	8.992102704	3.709868488	0.054091653	0.110671449	-0.106588033	8.992102704	1.963569265	0.161132106	0.225392331
H3F3C	440093	-0.183235342	1.115240016	2.498718914	0.113938948	0.193701305	-0.010922679	1.115240016	0.008790561	0.925301401	0.95421903	H3F3C|440093	0.173304885	1.115240016	2.477947141	0.115452855	0.202172077	0.020853136	1.115240016	0.035632224	0.850277007	0.883315959
H6PD	9563	0.050647061	7.321141087	0.252310964	0.615452537	0.711905101	0.262022457	7.321141087	6.732243336	0.009468544	0.031244143	H6PD|9563	0.165376554	7.321141087	2.894707514	0.088870904	0.164745819	-0.478046072	7.321141087	22.69876769	1.89E-06	8.67E-06
HAAO	23498	0.224245712	1.474899823	2.550308059	0.110272752	0.188606825	-0.878320719	1.474899823	32.89393368	9.73E-09	3.59E-07	HAAO|23498	0.224680789	1.474899823	2.716721825	0.099301769	0.179638304	0.429394218	1.474899823	10.20718341	0.001398947	0.003464232
HABP4	22927	0.309568832	3.389175011	13.22889185	0.000275667	0.00139456	-0.1197228	3.389175011	1.825000638	0.176719188	0.301644108	HABP4|22927	-0.244782667	3.389175011	8.251022478	0.004072905	0.013578136	0.054936635	3.389175011	0.433490941	0.510280949	0.589847553
HACE1	57531	-0.199053665	3.563017304	4.380444036	0.036353526	0.078042596	-0.516401189	3.563017304	27.43219043	1.63E-07	3.70E-06	HACE1|57531	0.040968829	3.563017304	0.203254251	0.652106832	0.750537121	0.674486026	3.563017304	59.07976122	1.51E-14	2.47E-13
HACL1	26061	-0.217031693	4.078084072	7.014230912	0.008086436	0.022826288	0.100209722	4.078084072	1.510278802	0.219096549	0.354073802	HACL1|26061	0.030382942	4.078084072	0.150634142	0.697930085	0.787429537	0.086439029	4.078084072	1.236936391	0.266062304	0.344777219
HADH	3033	-0.275905123	6.181440309	9.074793039	0.002591569	0.008984264	0.033407699	6.181440309	0.134260236	0.71405514	0.810222799	HADH|3033	0.395277575	6.181440309	21.34941346	3.83E-06	3.41E-05	-0.152780151	6.181440309	3.035671628	0.081452835	0.125716368
ANUBL1	93550	-0.22331531	2.987480073	7.272688786	0.007001092	0.020262673	-0.059002742	2.987480073	0.502875151	0.478239523	0.616790916	ANUBL1|93550	-0.163400538	2.987480073	4.178837554	0.040931766	0.088697155	0.445718591	2.987480073	33.44984298	7.31E-09	5.18E-08
HADHA	3030	-0.116159284	7.609282831	3.647414262	0.056156332	0.111419084	0.131985149	7.609282831	4.715360155	0.029894303	0.078365007	HADHA|3030	-0.152968072	7.609282831	6.7078768	0.009598795	0.027498468	0.137142207	7.609282831	5.610221048	0.01785601	0.033275221
HADHB	3032	-0.140951328	6.615702515	5.893489782	0.015196956	0.03822356	0.214549575	6.615702515	13.85202644	0.000197783	0.001319597	HADHB|3032	-0.004235297	6.615702515	0.005753915	0.939534806	0.959937077	-0.06936295	6.615702515	1.545307213	0.213829563	0.286562885
HAGH	3029	-0.075902158	4.819541029	0.850612599	0.356379094	0.470348671	-0.034661902	4.819541029	0.173139137	0.677336894	0.782833068	HAGH|3029	0.165336124	4.819541029	4.409487839	0.03573957	0.079565394	-0.054772063	4.819541029	0.476567162	0.48998138	0.570719506
HAGHL	84264	-0.078048134	3.638079104	0.306783769	0.579660532	0.680753186	0.527640157	3.638079104	14.63859545	0.00013022	0.00093882	HAGHL|84264	0.106608811	3.638079104	0.621827146	0.430369116	0.555187839	-0.556200834	3.638079104	15.83065807	6.93E-05	0.000229275
HAL	3034	-1.068696326	0.823468251	11.60166317	0.000658929	0.00291046	0.22032892	0.823468251	0.56589276	0.451895656	0.593476363	HAL|3034	0.837095819	0.823468251	9.428860216	0.00213597	0.007857167	0.011271587	0.823468251	0.001643277	0.967664728	0.975552777
HAMP	57817	0.389772457	0.673673433	4.608282268	0.031817889	0.06989368	-0.273014309	0.673673433	2.009362812	0.156330965	0.275371311	HAMP|57817	1.481409102	0.673673433	76.76376709	1.93E-18	9.36E-17	-1.598167249	0.673673433	65.01725443	7.42E-16	1.43E-14
HAND2	9464	1.87217259	1.512016273	107.8747815	2.86E-25	1.85E-23	-1.146696459	1.512016273	28.3637986	1.01E-07	2.49E-06	HAND2|9464	-0.661658897	1.512016273	11.15188974	0.000839461	0.003565015	-0.063817233	1.512016273	0.11132892	0.738636223	0.791247492
HAP1	9001	-0.037921139	0.08464903	0.028361511	0.866261716	0.90685935	-0.29761759	0.08464903	1.642827148	0.199938013	0.33102493	HAP1|9001	0.472685554	0.08464903	4.957441565	0.025978616	0.061498087	-0.137146825	0.08464903	0.394363801	0.530014475	0.608864235
HAPLN1	1404	0.656800789	2.139261684	11.29972707	0.000775185	0.003329224	-0.141347729	2.139261684	0.463731011	0.495885423	0.632278474	HAPLN1|1404	0.322272992	2.139261684	2.78081383	0.095399681	0.173986326	-0.837726052	2.139261684	16.60772061	4.60E-05	0.000157583
HAPLN3	145864	0.429517452	5.264608287	8.706699872	0.003170426	0.010625364	-0.052445801	5.264608287	0.119250581	0.72984872	0.821689015	HAPLN3|145864	0.203106995	5.264608287	2.014268596	0.155826345	0.256124297	-0.580178646	5.264608287	15.17737471	9.79E-05	0.000313465
ANXA1	301	0.386387391	7.952802474	8.199240594	0.004190793	0.013357926	0.491710202	7.952802474	13.08180857	0.000298177	0.001834488	ANXA1|301	0.031560864	7.952802474	0.055847098	0.813184442	0.872366835	-0.909658456	7.952802474	41.89902873	9.61E-11	9.12E-10
HAPLN4	404037	0.199110629	1.378218302	0.844402304	0.358140738	0.471824941	-1.053917399	1.378218302	19.42052962	1.05E-05	0.000118086	HAPLN4|404037	-1.225113831	1.378218302	28.47434984	9.49E-08	1.24E-06	2.079920601	1.378218302	111.9051033	3.75E-26	2.25E-24
HARBI1	283254	-0.081081769	1.879541877	1.137704962	0.286137803	0.397038061	-0.055257491	1.879541877	0.514014064	0.473406342	0.612420893	HARBI1|283254	0.214558372	1.879541877	8.758506176	0.003081614	0.010749256	-0.078219113	1.879541877	1.138348432	0.286001583	0.366309344
HARS	3035	-0.023571465	5.739297811	0.130378427	0.718039995	0.794849688	0.151669288	5.739297811	5.357322261	0.020635435	0.058277402	HARS|3035	0.056848269	5.739297811	0.813805802	0.366997451	0.49235869	-0.184946092	5.739297811	8.457914592	0.003634583	0.008125997
HARS2	23438	-0.103835143	4.58371518	2.591116407	0.107464565	0.184822042	0.121667897	4.58371518	3.551151664	0.059504137	0.133842515	HARS2|23438	0.023910031	4.58371518	0.148351988	0.700115258	0.789309516	-0.041742785	4.58371518	0.452720592	0.501045812	0.581216377
HAS1	3036	2.47714476	-0.017355144	80.04505398	3.66E-19	1.50E-17	-0.181317141	-0.017355144	0.32588602	0.568091649	0.693532762	HAS1|3036	-0.437529172	-0.017355144	2.048614824	0.152344741	0.251543276	-1.858298447	-0.017355144	31.43219776	2.07E-08	1.35E-07
HAS2	3037	1.328790133	2.145655675	46.82364041	7.77E-12	1.65E-10	-0.317579317	2.145655675	2.178907931	0.13991371	0.253161505	HAS2|3037	-0.518265454	2.145655675	6.236529934	0.012514144	0.034060682	-0.492945362	2.145655675	5.710671438	0.016862089	0.031585438
HAS3	3038	0.082833056	1.883920714	0.296592317	0.586026661	0.686163606	-0.326607103	1.883920714	4.246153019	0.039339348	0.097131986	HAS3|3038	-0.465514979	1.883920714	9.341620801	0.002240073	0.008185442	0.709289026	1.883920714	24.74411394	6.55E-07	3.28E-06
HAT1	8520	-0.258478902	5.805328009	15.75482559	7.21E-05	0.000440499	-0.087353317	5.805328009	1.784515576	0.181595816	0.307929501	HAT1|8520	0.260855723	5.805328009	18.10917637	2.09E-05	0.000152848	0.084976496	5.805328009	1.902371103	0.167813157	0.233449817
HAUS1	115106	-0.180811536	3.931847418	3.17235862	0.074894217	0.139413954	-0.527095776	3.931847418	25.00270253	5.73E-07	1.04E-05	HAUS1|115106	0.584495673	3.931847418	38.24671172	6.23E-10	1.24E-08	0.123411639	3.931847418	1.64249196	0.199983904	0.270683038
HAUS2	55142	-0.045676851	4.300352198	0.487283064	0.485141777	0.594686018	-0.039839745	4.300352198	0.360182283	0.548405018	0.677049244	HAUS2|55142	0.078563849	4.300352198	1.554733736	0.212437972	0.325209462	0.006952747	4.300352198	0.012188979	0.912089211	0.932439588
ANXA11	311	0.083390564	8.473031507	0.975585926	0.323291005	0.436332426	0.22827467	8.473031507	7.230782315	0.007166397	0.02499203	ANXA11|311	0.075569084	8.473031507	0.850623027	0.356376146	0.480943394	-0.387234318	8.473031507	21.38758529	3.75E-06	1.62E-05
HAUS3	79441	-0.075986672	4.128793403	0.999331144	0.317472406	0.431003144	-0.257072233	4.128793403	10.84784974	0.000989105	0.004932357	HAUS3|79441	0.163063409	4.128793403	5.027961764	0.024941234	0.059496009	0.169995496	4.128793403	5.513563835	0.01886956	0.034937165
HAUS4	54930	-0.398811389	5.120508727	15.56539762	7.97E-05	0.000479776	-0.169407657	5.120508727	2.805993818	0.093912633	0.188550708	HAUS4|54930	0.330878964	5.120508727	12.39541948	0.000430388	0.002040016	0.237340081	5.120508727	6.368295676	0.011617712	0.022733295
HAUS5	23354	-0.1891759	4.883711886	4.691871956	0.030305614	0.06706561	-0.271604889	4.883711886	9.285781598	0.002309394	0.009904284	HAUS5|23354	0.01756066	4.883711886	0.04409915	0.833669252	0.886389728	0.443220129	4.883711886	29.57062303	5.39E-08	3.29E-07
HAUS6	54801	-0.253943952	4.758238907	8.235398909	0.004108114	0.013136984	-0.29171325	4.758238907	10.49014873	0.001200127	0.005764551	HAUS6|54801	0.216115247	4.758238907	6.697293819	0.009655936	0.027630944	0.329541955	4.758238907	15.87784288	6.76E-05	0.000223922
HAUS7	55559	-0.206867794	3.874314789	5.450942695	0.01955777	0.046867171	-0.025926214	3.874314789	0.08501802	0.770608918	0.850244411	HAUS7|55559	0.036810282	3.874314789	0.189052418	0.663706454	0.760836668	0.195983726	3.874314789	5.495999332	0.019060031	0.03524264
HAUS8	93323	-0.458331179	3.768106128	19.05982284	1.27E-05	9.62E-05	-0.298882746	3.768106128	8.02473893	0.004614268	0.017378618	HAUS8|93323	0.133501972	3.768106128	1.848205914	0.173992201	0.278294297	0.623711953	3.768106128	42.65124021	6.54E-11	6.37E-10
HAVCR2	84868	0.742751071	4.222300577	56.47592161	5.69E-14	1.53E-12	-0.485874055	4.222300577	20.29585986	6.63E-06	8.05E-05	HAVCR2|84868	1.304449665	4.222300577	191.7083639	1.35E-43	3.38E-40	-1.561326682	4.222300577	203.5972129	3.43E-46	3.48E-43
HAX1	10456	-0.18654178	6.965673741	5.654013804	0.017415465	0.042688376	0.017792466	6.965673741	0.051231816	0.82093352	0.884670324	HAX1|10456	0.254136659	6.965673741	11.72842998	0.000615525	0.002754741	-0.085387345	6.965673741	1.287609702	0.25648892	0.334394022
HBA1	3039	1.158711646	3.820035072	30.58086947	3.20E-08	4.22E-07	-0.22381511	3.820035072	0.955230222	0.328391553	0.475263277	HBA1|3039	-0.375763609	3.820035072	2.906112501	0.088244347	0.163704026	-0.559132927	3.820035072	6.352839299	0.011719359	0.022914509
HBA2	3040	1.09668178	5.131139933	20.85438911	4.96E-06	4.27E-05	0.218954	5.131139933	0.73951966	0.389814792	0.536444962	HBA2|3040	-0.388220917	5.131139933	2.37091374	0.123614678	0.213297015	-0.927414863	5.131139933	12.78702843	0.000349031	0.000989648
ABCG8	64241	-1.769481628	-0.615927129	36.12003426	1.86E-09	2.91E-08	0.282625012	-0.615927129	1.189168527	0.275497338	0.418208314	ABCG8|64241	-0.070356844	-0.615927129	0.072432417	0.787827557	0.853900192	1.55721346	-0.615927129	43.47464308	4.29E-11	4.27E-10
ANXA13	312	-0.50475477	0.727706942	3.349251361	0.067235585	0.12841026	0.702853706	0.727706942	7.297079406	0.006906679	0.024222867	ANXA13|312	-0.140759403	0.727706942	0.290321495	0.590014583	0.699874915	-0.057339534	0.727706942	0.048990789	0.824828774	0.862555664
HBB	3043	1.185850184	4.879435645	27.37012017	1.68E-07	1.98E-06	-0.244132936	4.879435645	0.966534275	0.325546044	0.472358492	HBB|3043	-0.224813228	4.879435645	0.902586722	0.342089062	0.466839401	-0.716904021	4.879435645	8.73634092	0.003119298	0.007098095
HBEGF	1839	0.777574141	3.835058048	40.72615123	1.75E-10	3.16E-09	0.028443622	3.835058048	0.048840529	0.825093263	0.887207091	HBEGF|1839	0.25187569	3.835058048	4.285773476	0.038432592	0.084314478	-1.057893453	3.835058048	65.45314182	5.95E-16	1.16E-14
HBP1	26959	-0.027663792	6.56378125	0.201514707	0.653500986	0.743256598	-0.007490549	6.56378125	0.014386197	0.904528717	0.94096224	HBP1|26959	0.144481078	6.56378125	5.957335007	0.014656178	0.038679699	-0.109326737	6.56378125	3.346379591	0.067352997	0.106659774
HBS1L	10767	-0.060073809	5.473055256	0.677203451	0.410551372	0.524545042	-0.355910893	5.473055256	22.22151775	2.43E-06	3.54E-05	HBS1L|10767	0.115439292	5.473055256	2.712616913	0.099557552	0.180013874	0.30054541	5.473055256	18.89131487	1.38E-05	5.31E-05
HBXIP	10542	-0.346059734	6.702252729	16.02287344	6.26E-05	0.000390162	0.063220014	6.702252729	0.546411082	0.459787843	0.601039157	HBXIP|10542	0.270549669	6.702252729	11.18490809	0.000824653	0.003515871	0.012290051	6.702252729	0.022648583	0.880374519	0.907888088
HCCS	3052	-0.144222981	4.806888033	3.1085657	0.077881517	0.143673737	0.125062949	4.806888033	2.346567957	0.12555917	0.23395469	HCCS|3052	0.25051895	4.806888033	10.42477786	0.001243358	0.004972125	-0.231358918	4.806888033	8.510965415	0.003530127	0.007926243
HCFC1	3054	0.007958574	7.794905956	0.01406952	0.905580375	0.933375477	-0.092420091	7.794905956	1.820123018	0.177298634	0.302429561	HCFC1|3054	-0.081842871	7.794905956	1.566813073	0.210670437	0.323154047	0.166304388	7.794905956	6.698279641	0.009650598	0.019265735
HCFC1R1	54985	0.257113823	6.365363409	7.051268758	0.007920913	0.022417288	-0.03078729	6.365363409	0.094945982	0.757981087	0.842065895	HCFC1R1|54985	0.026485094	6.365363409	0.077447105	0.780787295	0.848987587	-0.252811628	6.365363409	6.898813655	0.008625297	0.017433964
HCFC2	29915	0.233431254	3.427915951	11.30795048	0.000771759	0.003316384	-0.113807679	3.427915951	2.501631283	0.113728442	0.217614724	HCFC2|29915	0.112873018	3.427915951	2.769023189	0.096104792	0.174999533	-0.232496593	3.427915951	11.40589874	0.000732113	0.001938538
HCG11	493812	-0.162918222	4.40640525	1.865293913	0.172015048	0.267540596	0.014132326	4.40640525	0.013934081	0.906033819	0.941819493	HCG11|493812	-0.203175396	4.40640525	3.076658053	0.079423569	0.150459692	0.351961293	4.40640525	9.874919422	0.001675469	0.004063654
ANXA2	302	0.546635258	8.665955791	34.65230982	3.94E-09	5.94E-08	0.171067473	8.665955791	3.165320131	0.075217688	0.159716844	ANXA2|302	-0.044556509	8.665955791	0.229084262	0.632203667	0.734252572	-0.673146222	8.665955791	49.02828176	2.52E-12	3.04E-11
HCG18	414777	-0.092879027	4.878066317	1.372166514	0.241439995	0.347517201	-0.061516961	4.878066317	0.586674692	0.443707883	0.586724993	HCG18|414777	-0.047726894	4.878066317	0.387657979	0.533533043	0.650798224	0.202122882	4.878066317	7.199331168	0.007293076	0.015016549
HCG27	253018	-0.577596941	0.152940751	12.74387765	0.000357176	0.001736856	0.115614077	0.152940751	0.542167889	0.461535669	0.602650695	HCG27|253018	0.760423357	0.152940751	27.31873601	1.73E-07	2.16E-06	-0.298440493	0.152940751	3.796153075	0.051370479	0.084339811
HCG4	54435	-0.204453123	1.182740606	0.869881935	0.350987996	0.465049159	0.381955926	1.182740606	3.166544098	0.07516133	0.159652647	HCG4|54435	0.101265892	1.182740606	0.235432678	0.627524514	0.731094655	-0.278768696	1.182740606	1.724380729	0.189130124	0.258401962
HCK	3055	0.71815148	4.065349333	35.19337027	2.99E-09	4.55E-08	-0.601915773	4.065349333	20.50133928	5.96E-06	7.37E-05	HCK|3055	0.981514905	4.065349333	70.85684017	3.84E-17	1.70E-15	-1.097750612	4.065349333	71.43893189	2.86E-17	6.43E-16
HCLS1	3059	0.360698031	4.73286189	8.094047024	0.004441088	0.013972665	-0.388124237	4.73286189	8.306416224	0.003950527	0.015311222	HCLS1|3059	0.850746924	4.73286189	49.87328203	1.64E-12	4.75E-11	-0.823320718	4.73286189	39.39889742	3.45E-10	3.01E-09
HCN2	610	0.778116495	0.46939231	26.05464309	3.32E-07	3.72E-06	-0.68642838	0.46939231	16.46114816	4.97E-05	0.000426772	HCN2|610	0.219509793	0.46939231	2.07056901	0.150165486	0.248538503	-0.311197909	0.46939231	3.952148683	0.04681156	0.077663589
HCN3	57657	-0.084636658	2.753929022	0.543586256	0.460950254	0.572359421	-0.01984786	2.753929022	0.029237515	0.864231778	0.91487886	HCN3|57657	-0.007791724	2.753929022	0.004944688	0.943940177	0.962672162	0.112276242	2.753929022	1.0489293	0.305753808	0.387388543
HCN4	10021	0.594712	0.72321165	6.596379636	0.010218634	0.027546671	-0.372977255	0.72321165	2.242857382	0.134232726	0.245396976	HCN4|10021	-0.752258486	0.72321165	9.603355624	0.001942221	0.007257448	0.53052374	0.72321165	5.555852448	0.018419001	0.034211215
HCP5	10866	-0.410916791	5.483419082	8.631853556	0.003303353	0.010981338	-0.219378492	5.483419082	2.445775477	0.117841635	0.22330838	HCP5|10866	1.243082782	5.483419082	98.87181529	2.69E-23	1.91E-21	-0.612787498	5.483419082	20.19318717	7.00E-06	2.84E-05
HCST	10870	0.193039605	3.512224941	3.062516602	0.080117495	0.146854722	-0.441736423	3.512224941	14.37034141	0.000150149	0.001052563	HCST|10870	1.241839816	3.512224941	147.3678756	6.52E-34	1.98E-31	-0.993142997	3.512224941	75.48944681	3.67E-18	9.30E-17
ANXA2P2	304	0.507805968	7.885141699	28.63560595	8.74E-08	1.08E-06	0.204114536	7.885141699	4.350285529	0.037002742	0.092595116	ANXA2P2|304	-0.111256994	7.885141699	1.363248403	0.242975297	0.361339351	-0.60066351	7.885141699	37.86652659	7.58E-10	6.28E-09
HDAC1	3065	-0.140487855	7.137962423	3.567675403	0.058914731	0.115894334	-0.166661606	7.137962423	4.857948639	0.027519038	0.073411192	HDAC1|3065	0.103540543	7.137962423	2.120022127	0.145384444	0.242738246	0.203608918	7.137962423	8.350734733	0.003855314	0.008559112
