GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0072593	reactive oxygen species metabolic process	2.89e-02	2.89e-02	1	BRCA1,CDKN1A,TP53,AKT1,EGFR,TGFBR2,LRRK2
GO:0055024	regulation of cardiac muscle tissue development	2.90e-02	2.90e-02	1	FGFR2,SMAD4,NOTCH1,ERBB4
GO:0045137	development of primary sexual characteristics	2.92e-02	2.92e-02	1	GATA3,SOX9,PDGFRA,KIT,WT1
REAC:6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	3.04e-02	3.04e-02	1	CDKN1B,CDKN1A,TP53
GO:0048872	homeostasis of number of cells	3.05e-02	3.05e-02	1	ACVR2A,FLT3,SOX9,ACVR1B,AKT1,KIT
GO:1903076	regulation of protein localization to plasma membrane	3.05e-02	3.05e-02	1	AKT1,PIK3R1,EGFR,AR
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	3.07e-02	3.07e-02	1	KEAP1,FBXW7,NFE2L2,TAF1,PTEN,LRRK2,CEBPA
GO:0003231	cardiac ventricle development	3.07e-02	3.07e-02	1	FGFR2,GATA3,SMAD4,NOTCH1,TGFBR2
GO:0060191	regulation of lipase activity	3.17e-02	3.17e-02	1	FGFR2,FGFR3,PDGFRA,EGFR,KIT
GO:0071260	cellular response to mechanical stimulus	3.19e-02	3.19e-02	1	MAP2K4,MAP3K1,SOX9,TLR4
GO:0031668	cellular response to extracellular stimulus	3.22e-02	3.22e-02	1	CDKN1A,FOXA2,TP53,ARHGAP35,LRRK2,MTOR
GO:0050851	antigen receptor-mediated signaling pathway	3.23e-02	3.23e-02	1	GATA3,PIK3CA,PIK3R1,PTEN
GO:1904375	regulation of protein localization to cell periphery	3.26e-02	3.26e-02	1	AKT1,PIK3R1,EGFR,AR
GO:0051148	negative regulation of muscle cell differentiation	3.26e-02	3.26e-02	1	SOX9,TBX3,SMAD4,NOTCH1
GO:0002053	positive regulation of mesenchymal cell proliferation	3.30e-02	3.30e-02	1	FGFR2,SOX9,TGFBR2
GO:0040013	negative regulation of locomotion	3.34e-02	3.34e-02	1	GATA3,NOTCH1,PTEN,NF1
REAC:202424	Downstream TCR signaling	3.34e-02	3.34e-02	1	PIK3CA,PIK3R1,PTEN
GO:0007009	plasma membrane organization	3.35e-02	3.35e-02	1	CDH1,AKT1,PIK3R1,EGFR,AR,PTEN
GO:0051571	positive regulation of histone H3-K4 methylation	3.37e-02	3.37e-02	1	BRCA1,SMAD4,CTNNB1
GO:1905477	positive regulation of protein localization to membrane	3.42e-02	3.42e-02	1	TP53,PIK3R1,EGFR
GO:2001234	negative regulation of apoptotic signaling pathway	3.43e-02	3.43e-02	1	BRCA1,HGF,NFE2L2,AKT1,AR,LRRK2
GO:0045785	positive regulation of cell adhesion	3.46e-02	3.46e-02	1	GATA3,PIK3CA,FOXA2,FOXA1,AKT1,PIK3R1,TGFBR2,PTPN11,MTOR
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	3.49e-02	3.49e-02	1	KEAP1,NFE2L2,TAF1,LRRK2,CEBPA
GO:0097194	execution phase of apoptosis	3.51e-02	3.51e-02	1	APC,TP53,CDKN2A
GO:0045927	positive regulation of growth	3.58e-02	3.58e-02	1	FGFR2,AKT1,EGFR,NOTCH1,ERBB4,WT1,H3F3C
GO:0006383	transcription from RNA polymerase III promoter	3.60e-02	3.60e-02	1	BRCA1,AR,MTOR,CEBPA
GO:0010001	glial cell differentiation	3.60e-02	3.60e-02	1	NOTCH1,PTEN,NF1
GO:0045862	positive regulation of proteolysis	3.64e-02	3.64e-02	1	KEAP1,FBXW7,CDKN1B,NFE2L2,CDKN2A,PTEN,LRRK2,CEBPA
GO:0031330	negative regulation of cellular catabolic process	3.71e-02	3.71e-02	1	HGF,PIK3CA,AKT1,TAF1,LRRK2,MTOR
GO:0061217	regulation of mesonephros development	3.77e-02	3.77e-02	1	GATA3,SOX9,WT1
REAC:73894	DNA Repair	3.78e-02	3.78e-02	1	BRCA1,POLQ,EP300,BRCA2,TP53,ATM,HIST1H2BD,BAP1,ATR,CHEK2
GO:0008637	apoptotic mitochondrial changes	3.79e-02	3.79e-02	1	HGF,TP53,AKT1,CDKN2A,ERBB4
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	3.82e-02	3.82e-02	1	NFE2L2,VHL,TP53,NOTCH1
GO:0002573	myeloid leukocyte differentiation	3.82e-02	3.82e-02	1	TLR4,KIT,RUNX1,TGFBR2,MTOR,CEBPA
GO:0003206	cardiac chamber morphogenesis	3.83e-02	3.83e-02	1	FGFR2,GATA3,SMAD4,NOTCH1,TGFBR2
REAC:2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	3.86e-02	3.86e-02	1	EP300,FBXW7,NCOR1,NOTCH1,TBL1XR1
REAC:2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	3.86e-02	3.86e-02	1	EP300,FBXW7,NCOR1,NOTCH1,TBL1XR1
REAC:2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	3.86e-02	3.86e-02	1	EP300,FBXW7,NCOR1,NOTCH1,TBL1XR1
REAC:2644603	Signaling by NOTCH1 in Cancer	3.86e-02	3.86e-02	1	EP300,FBXW7,NCOR1,NOTCH1,TBL1XR1
REAC:2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	3.86e-02	3.86e-02	1	EP300,FBXW7,NCOR1,NOTCH1,TBL1XR1
GO:0030520	intracellular estrogen receptor signaling pathway	3.93e-02	3.93e-02	1	BRCA1,ARID1A,FOXA1,CRIPAK
REAC:1500931	Cell-Cell communication	4.04e-02	4.04e-02	1	CDH1,PIK3CA,PIK3R1,CTNNB1
GO:1903206	negative regulation of hydrogen peroxide-induced cell death	4.15e-02	4.15e-02	1	HGF,NFE2L2,LRRK2
GO:1901032	negative regulation of response to reactive oxygen species	4.15e-02	4.15e-02	1	HGF,NFE2L2,LRRK2
GO:1903727	positive regulation of phospholipid metabolic process	4.19e-02	4.19e-02	1	FGFR3,FLT3,PDGFRA,KIT
REAC:5654727	Negative regulation of FGFR2 signaling	4.20e-02	4.20e-02	1	FGFR2,PPP2R1A,BRAF,PTPN11
REAC:75153	Apoptotic execution  phase	4.34e-02	4.34e-02	1	CDH1,APC,CTNNB1
REAC:3108232	SUMO E3 ligases SUMOylate target proteins	4.35e-02	4.35e-02	1	BRCA1,SMC1A,STAG2,SMC3,TP53,CDKN2A,RAD21
GO:0007159	leukocyte cell-cell adhesion	4.39e-02	4.39e-02	1	GATA3,PIK3CA,PIK3R1,CDKN2A
GO:0009612	response to mechanical stimulus	4.41e-02	4.41e-02	1	MAP2K4,MAP3K1,SOX9,TLR4,KIT
REAC:5339716	Misspliced GSK3beta mutants stabilize beta-catenin	4.43e-02	4.43e-02	1	PPP2R1A,APC,CTNNB1
REAC:5358747	S33 mutants of beta-catenin aren't phosphorylated	4.43e-02	4.43e-02	1	PPP2R1A,APC,CTNNB1
REAC:5358751	S45 mutants of beta-catenin aren't phosphorylated	4.43e-02	4.43e-02	1	PPP2R1A,APC,CTNNB1
REAC:5358752	T41 mutants of beta-catenin aren't phosphorylated	4.43e-02	4.43e-02	1	PPP2R1A,APC,CTNNB1
REAC:4839743	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	4.43e-02	4.43e-02	1	PPP2R1A,APC,CTNNB1
REAC:5358749	S37 mutants of beta-catenin aren't phosphorylated	4.43e-02	4.43e-02	1	PPP2R1A,APC,CTNNB1
REAC:5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	4.51e-02	4.51e-02	1	EP300,CTCF,EZH2,AJUBA,NCOR1,KDM6A,HIST1H2BD
REAC:5619507	Activation of HOX genes during differentiation	4.51e-02	4.51e-02	1	EP300,CTCF,EZH2,AJUBA,NCOR1,KDM6A,HIST1H2BD
GO:0033047	regulation of mitotic sister chromatid segregation	4.53e-02	4.53e-02	1	ATRX,APC,RB1,ATM
GO:0072006	nephron development	4.53e-02	4.53e-02	1	GATA3,SOX9,PDGFRA,CTNNB1,WT1
GO:0006323	DNA packaging	4.55e-02	4.55e-02	1	ATRX,CTCF,SOX9,TP53,CDKN2A,NPM1
GO:0043620	regulation of DNA-templated transcription in response to stress	4.56e-02	4.56e-02	1	NFE2L2,VHL,TP53,NOTCH1
GO:0050870	positive regulation of T cell activation	4.66e-02	4.66e-02	1	GATA3,PIK3CA,AKT1,PIK3R1,TGFBR2,PTPN11,MTOR
GO:0050890	cognition	4.71e-02	4.71e-02	1	EGFR,PTEN,NF1
GO:0071241	cellular response to inorganic substance	4.77e-02	4.77e-02	1	CDH1,ATRX,CDKN1B,BRAF,LRRK2
GO:0010035	response to inorganic substance	4.92e-02	4.92e-02	1	HGF,CDH1,ATRX,CDKN1B,NFE2L2,BRAF,LRRK2
GO:0031589	cell-substrate adhesion	4.95e-02	4.95e-02	1	CDKN2A,NOTCH1,PTEN,NF1
GO:0006984	ER-nucleus signaling pathway	4.95e-02	4.95e-02	1	FBXW7,NFE2L2,TP53
