GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YGR131W,YGR131W,-0.392,-0.081,-0.306,1.69760e-04,6.57420e-01,2.81880e-01
YGR204W,ADE3,-0.459,-0.371,0.108,6.27920e-10,6.47410e-06,1.12220e-01
YER173W,RAD24,0.095,-0.123,0.401,1.87050e-01,5.35120e-01,7.20420e-03
YBR012C,YBR012C,0.000,-0.371,-0.291,9.70870e-01,2.64660e-02,2.89490e-01
YMR230W,RPS10B,-0.572,-0.412,-0.737,3.90590e-10,5.37980e-05,2.73950e-13
YDL090C,RAM1,-0.093,-0.043,-0.160,3.03860e-02,3.95930e-01,6.56990e-02
YLR251W,YLR251W,-0.554,0.304,-0.309,1.58680e-08,3.10380e-04,1.38320e-03
YLR324W,YLR324W,-0.102,0.138,-0.029,3.23090e-02,6.41220e-03,7.72830e-01
YGR132C,PHB1,-0.022,0.123,-0.067,5.42280e-01,7.13760e-03,3.18120e-01
YER174C,GRX4,-0.152,-0.028,-0.167,2.25350e-03,5.76460e-01,3.57150e-02
YLR325C,RPL38,-0.315,-0.572,0.157,1.64720e-04,6.39700e-05,4.02560e-01
YGL100W,SEH1,-0.019,-0.041,-0.028,6.07840e-01,3.93100e-01,7.29030e-01
YPL078C,ATP4,0.164,-0.015,-0.005,4.34730e-04,7.12960e-01,9.28730e-01
YOL099C,YOL099C,0.047,-0.062,0.317,5.59060e-01,6.53110e-01,2.49980e-02
YAR033W,YAR033W,-0.007,0.036,-0.081,8.55130e-01,4.66890e-01,1.99410e-01
YDL163W,YDL163W,-0.067,-0.349,0.000,7.25450e-01,1.43310e-01,7.96250e-01
YDL236W,PHO13,-0.223,-0.311,-0.258,2.95090e-04,5.38740e-05,8.09500e-04
YHR111W,YHR111W,0.191,-0.032,0.243,2.29260e-04,5.87670e-01,2.99760e-02
YGR205W,YGR205W,0.110,0.345,-0.409,6.06570e-02,1.09930e-05,6.15620e-09
YBR013C,YBR013C,-0.065,-0.091,-0.071,3.59780e-01,3.18600e-01,5.66840e-01
YDR195W,REF2,0.308,0.090,0.126,9.67440e-06,2.72660e-01,2.61020e-01
YMR231W,PEP5,-0.052,-0.043,-0.200,3.55990e-01,6.96630e-01,2.27780e-01
YMR304W,UBP15,0.154,0.188,0.374,1.13870e-03,2.98490e-03,3.57370e-03
YDL091C,YDL091C,0.129,0.379,-0.024,2.33720e-02,8.68020e-07,8.08620e-01
YDR268W,MSW1,-0.086,0.204,-0.466,1.75500e-01,1.25390e-01,5.13290e-03
YDL164C,CDC9,0.162,-0.222,-0.158,2.19130e-03,9.93880e-02,3.18930e-01
YLR252W,YLR252W,-0.473,0.222,-0.262,1.39430e-02,1.52410e-01,2.69100e-01
YHR112C,YHR112C,-0.105,-0.058,0.012,5.32940e-02,3.11570e-01,8.85690e-01
YJL190C,RPS22A,-0.444,-0.443,-0.184,1.04790e-05,1.81210e-06,2.07120e-03
YAL002W,VPS8,-0.118,0.000,0.000,1.31110e-01,9.99999e-01,9.99999e-01
YER175C,YER175C,-0.195,-0.152,0.013,4.12950e-04,5.55690e-03,8.68690e-01
YDR196C,YDR196C,0.139,0.027,0.272,1.32790e-03,5.34410e-01,1.24070e-03
YMR305C,SCW10,-0.315,-0.204,-0.166,5.00300e-07,8.14160e-04,2.82990e-03
YDR269C,YDR269C,-0.010,-0.341,0.571,9.49570e-01,3.37830e-01,7.84530e-02
YGL101W,YGL101W,-0.103,-0.173,-0.148,2.67020e-02,3.21130e-03,1.19030e-01
YEL070W,YEL070W,-0.443,0.802,-1.036,3.24970e-07,3.85690e-09,2.95220e-10
YDL237W,YDL237W,-0.157,0.065,-0.181,1.06330e-03,1.41150e-01,1.67510e-03
YGR060W,ERG25,-0.191,-0.379,0.031,8.05500e-05,6.44450e-05,7.81870e-01
YGR133W,PEX4,-0.177,-0.014,0.148,2.23720e-03,8.91330e-01,2.39650e-01
YGR206W,YGR206W,-0.221,-0.121,-0.394,2.60640e-04,1.28430e-01,6.25920e-02
YGL102C,YGL102C,-0.362,-0.243,-0.236,2.96660e-07,1.12880e-04,8.72960e-05
YFL050C,ALR2,-0.011,-0.029,0.060,8.16240e-01,7.03040e-01,6.07840e-01
YBR014C,YBR014C,0.043,-0.150,-0.213,2.96030e-01,1.20690e-02,6.14030e-03
YMR232W,FUS2,-0.103,-0.375,-0.481,6.75410e-01,2.55310e-01,1.31000e-01
YLR180W,SAM1,-0.275,-0.681,0.268,8.21540e-07,1.37700e-05,2.81650e-03
YLR253W,YLR253W,0.011,-0.048,-0.026,7.95260e-01,3.56740e-01,7.87490e-01
YDL238C,YDL238C,-0.079,0.135,0.111,6.53280e-02,4.77530e-02,2.04120e-01
YLR326W,YLR326W,0.012,-0.185,0.264,7.93290e-01,1.16070e-02,2.97330e-02
YPL079W,RPL21B,-0.372,-0.418,-0.032,8.03270e-07,6.69380e-07,5.64480e-01
YGR061C,ADE6,-0.382,-0.559,-0.449,2.39090e-08,5.24960e-06,2.03420e-09
YGR207C,ETF-BETA,-0.005,-0.338,0.067,9.12770e-01,2.64860e-05,5.09380e-01
YAL003W,EFB1,-0.157,-0.200,-0.146,1.86960e-03,6.28140e-04,1.30620e-02
YLR181C,YLR181C,0.285,-0.212,0.549,4.77180e-05,3.14180e-02,1.13690e-02
YLR254C,YLR254C,0.000,0.000,0.000,9.99999e-01,9.99999e-01,9.99999e-01
YLR327C,YLR327C,0.343,0.840,-0.018,6.80010e-06,6.17790e-05,8.62490e-01
YEL071W,YEL071W,-0.478,-0.613,0.158,6.07290e-08,2.76560e-06,6.73690e-02
YAR035W,YAT1,0.184,0.042,0.324,4.07910e-02,8.17360e-01,1.20410e-01
YDL092W,SRP14,-0.008,-0.371,0.280,8.46790e-01,9.98300e-06,4.37960e-03
YDL165W,CDC36,-0.027,-0.011,-0.047,4.88420e-01,8.18490e-01,5.83460e-01
YHR040W,YHR040W,0.089,0.086,0.023,3.92810e-02,1.18880e-01,8.42790e-01
YKL170W,MRPL38,-0.065,0.058,0.017,5.13300e-01,3.58640e-01,8.85690e-01
YHR113W,YHR113W,-0.223,0.293,-0.105,1.06490e-04,1.54320e-06,1.29480e-01
YJL191W,RPS14B,-0.454,-0.206,-0.215,6.31810e-07,7.87130e-04,4.04490e-04
YGR134W,YGR134W,0.043,-0.126,0.219,3.12840e-01,7.28030e-02,9.25180e-02
YDR480W,DIG2,0.079,-0.034,-0.134,7.39390e-02,6.49920e-01,2.70020e-01
YFL051C,YFL051C,0.030,0.446,-0.651,5.86400e-01,6.92590e-08,2.38360e-06
YER176W,ECM32,0.086,-0.107,0.343,8.59480e-02,2.66370e-01,2.01910e-02
YEL017C-A,PMP2,-0.316,-0.172,-0.225,1.00600e-06,2.36870e-03,5.87380e-02
YBR015C,MNN2,0.001,0.011,-0.377,9.79400e-01,8.09690e-01,1.56140e-04
YMR160W,YMR160W,0.005,0.161,0.029,9.23040e-01,1.56540e-02,8.03360e-01
YDR197W,CBS2,-0.093,0.328,0.016,5.56220e-02,6.45590e-05,8.68690e-01
YMR233W,YMR233W,-0.167,-0.360,0.100,1.71790e-02,2.15550e-02,7.31210e-01
YMR306W,FKS3,-0.089,-0.206,0.005,9.77830e-02,6.18400e-02,9.70870e-01
YDL166C,YDL166C,0.205,-0.368,0.491,8.98430e-04,1.39320e-04,9.14730e-04
YIR020C,YIR020C,-0.093,0.134,-0.205,4.02340e-01,3.23520e-01,3.09070e-01
YDL239C,YDL239C,0.194,0.167,0.544,2.67800e-01,2.99440e-01,1.70320e-03
YHR041C,SRB2,-0.108,-0.130,0.005,3.84430e-02,7.51560e-02,9.70870e-01
YGR062C,COX18,-0.152,0.165,-0.396,9.31190e-03,2.44410e-03,6.58570e-04
YJL192C,YJL192C,-0.257,-0.229,-0.411,1.61050e-06,3.60860e-04,1.01110e-09
YDR481C,PHO8,-0.350,-0.161,-0.130,1.14810e-07,1.64010e-02,6.12700e-02
YDR198C,YDR198C,0.029,-0.020,0.239,6.69660e-01,8.91330e-01,1.14280e-01
YGL030W,RPL30,-0.268,-0.119,-0.188,2.70590e-05,1.14510e-02,6.81150e-04
YLR255C,YLR255C,-0.193,-0.000,0.000,6.16610e-01,7.17740e-01,7.50240e-01
YGL103W,RPL28,-0.346,-0.243,-0.243,1.62550e-07,4.64510e-03,6.55440e-05
YEL072W,YEL072W,-0.162,-0.131,-0.225,3.28020e-03,6.59660e-02,8.78500e-02
YDL093W,PMT5,-0.074,-0.018,-0.637,7.25960e-02,8.07550e-01,6.25890e-06
YHR114W,YHR114W,0.132,-0.111,0.169,3.89530e-03,1.64100e-01,1.85630e-01
YKL171W,YKL171W,0.069,0.427,0.074,2.49760e-01,1.56370e-06,5.83050e-01
YHL010C,YHL010C,0.040,0.077,0.352,5.54490e-01,5.70810e-01,1.08120e-02
YGR135W,PRE9,-0.020,-0.108,0.186,6.28570e-01,2.62620e-02,6.39560e-03
YGL031C,RPL24A,-0.206,-0.387,-0.070,1.92530e-04,1.30310e-06,2.49990e-01
YGR208W,SER2,-0.386,-0.750,0.426,6.08760e-08,1.71840e-06,1.87790e-02
YGL104C,YGL104C,-0.345,0.330,-0.444,4.06910e-06,4.58010e-06,3.53440e-09
YER177W,BMH1,-0.169,-0.126,-0.145,7.64010e-05,4.05190e-02,6.07920e-03
YEL073C,YEL073C,-0.057,0.047,-0.613,5.12970e-01,6.43650e-01,5.61140e-02
YMR161W,HLJ1,-0.015,-0.167,0.287,7.82790e-01,1.71920e-02,2.78820e-02
YMR234W,RNH1,-0.129,-0.324,0.001,2.14560e-02,5.67930e-03,9.99999e-01
YLR182W,SWI6,0.232,-0.093,0.083,1.36170e-05,1.55790e-01,4.61050e-01
YML130C,ERO1,-0.342,-0.556,0.154,2.05310e-06,1.27450e-06,1.28540e-01
YDL094C,YDL094C,-0.056,-0.101,-0.030,4.59680e-01,4.61330e-01,8.76890e-01
YDL167C,NRP1,0.245,-0.127,0.387,3.73800e-05,4.37560e-01,2.03840e-02
YLR328W,YLR328W,0.087,-0.177,0.206,2.93320e-02,2.13000e-03,1.57490e-02
YHR115C,YHR115C,0.056,0.044,0.138,1.43000e-01,3.36780e-01,7.92610e-02
YGR063C,SPT4,-0.156,-0.137,0.020,2.49080e-03,3.62070e-02,8.70280e-01
YDR482C,YDR482C,0.128,-0.321,0.378,1.41770e-02,4.69100e-04,9.69190e-03
YGR209C,TRX2,-0.225,0.271,-0.278,4.26480e-06,6.12590e-05,2.03380e-05
YMR162C,YMR162C,0.175,-0.174,0.178,3.49100e-04,5.55480e-03,4.27310e-02
YMR235C,RNA1,-0.018,-0.374,0.010,6.64590e-01,7.78140e-05,9.15220e-01
YLR183C,YLR183C,0.242,-0.412,-0.256,1.21350e-05,1.10360e-04,1.51810e-01
YMR308C,PSE1,-0.140,0.018,-0.632,3.87820e-03,8.65550e-01,6.92880e-03
YFL052W,YFL052W,0.035,0.536,-0.407,3.90520e-01,8.03340e-08,7.30820e-05
YBR016W,YBR016W,0.131,0.112,0.164,2.40780e-03,9.82330e-03,9.74280e-03
YIR021W,MRS1,-0.117,-0.173,0.110,4.56630e-02,2.68460e-02,4.03010e-01
YHR042W,NCP1,-0.101,0.012,-0.275,1.03670e-02,7.73720e-01,7.01550e-05
YKL172W,EBP2,0.436,-0.865,0.836,1.45740e-06,6.63840e-07,2.17910e-05
YHL011C,PRS3,-0.004,-0.099,0.288,9.17740e-01,9.39510e-02,3.58810e-04
YBR300C,YBR300C,-0.453,-0.561,0.146,1.82730e-05,3.83820e-02,7.76400e-01
YGR136W,YGR136W,-0.167,-0.163,-0.204,2.49580e-04,4.23860e-03,2.03760e-03
YJL193W,YJL193W,-0.186,-0.399,0.116,4.80810e-04,5.34400e-05,3.86900e-01
YOR120W,GCY1,0.194,-0.349,0.576,9.03030e-05,1.82980e-05,6.39270e-09
YGL032C,AGA2,-0.467,-0.161,-0.971,2.97010e-09,3.35060e-03,8.33190e-08
YER178W,PDA1,0.042,0.222,-0.290,2.95000e-01,2.28200e-04,1.71760e-05
YNL110C,YNL110C,0.602,-1.057,1.041,5.79120e-06,1.35270e-05,1.52290e-05
YBR017C,KAP104,-0.091,-0.153,-0.010,8.42300e-02,2.36840e-01,9.41780e-01
YLR256W,HAP1,0.011,-0.087,0.104,7.97250e-01,6.30230e-02,2.24300e-01
YLR329W,REC102,-0.143,-0.258,-0.269,4.42420e-01,3.54110e-01,4.94220e-01
YHR043C,DOG2,-0.173,-0.101,-0.654,8.37070e-05,4.72260e-02,6.05610e-12
YOR121C,YOR121C,0.105,-0.239,0.428,9.83430e-03,6.23880e-04,5.87450e-06
YMR163C,YMR163C,-0.129,0.060,-0.052,1.74490e-02,2.84110e-01,5.88520e-01
YMR309C,NIP1,0.009,-0.248,-0.123,8.20760e-01,2.03190e-04,1.00900e-01
YGL105W,ARC1,-0.087,-0.186,-0.052,1.88070e-02,7.75630e-04,3.83540e-01
YFL053W,DAK2,-0.029,-0.089,0.051,5.75640e-01,3.81460e-01,6.95370e-01
YEL074W,YEL074W,-0.006,-0.030,-0.079,9.03610e-01,6.99170e-01,5.98450e-01
YJR001W,YJR001W,-0.028,0.226,-0.476,5.71610e-01,9.92980e-05,6.33530e-10
YML131W,YML131W,0.176,0.464,0.014,3.46160e-03,2.01780e-06,8.53710e-01
YDL095W,PMT1,-0.073,0.013,-0.760,9.81100e-02,8.01300e-01,1.19800e-13
YDL168W,SFA1,-0.021,-0.205,0.080,5.91080e-01,2.98060e-03,3.02150e-01
YIR022W,SEC11,0.027,0.088,-0.063,5.20280e-01,5.96410e-02,5.34060e-01
YAL007C,ERP2,-0.167,-0.162,-0.281,8.78940e-04,1.60870e-02,6.72410e-04
YKL173W,SNU114,0.041,-0.211,0.370,3.70300e-01,5.62720e-02,9.79760e-03
YHR116W,YHR116W,-0.115,-0.012,0.023,6.80270e-02,9.01450e-01,8.85690e-01
YPR100W,YPR100W,0.107,-0.132,0.250,2.30070e-02,3.33710e-02,1.44530e-02
YGR064W,YGR064W,-0.145,-0.120,0.061,2.94580e-02,1.04510e-01,6.96630e-01
YGR137W,YGR137W,-0.168,-0.136,-0.155,1.64490e-04,3.31630e-02,7.94560e-02
YJL194W,CDC6,0.018,-0.661,0.525,8.36350e-01,4.50290e-05,5.00040e-02
YDR483W,KRE2,-0.132,0.025,-0.612,2.52830e-03,6.07390e-01,7.84620e-10
YFL054C,YFL054C,0.165,0.275,-0.744,1.74640e-01,4.95140e-01,4.47560e-03
YMR090W,YMR090W,-0.403,0.404,-0.236,2.58270e-06,8.59830e-06,2.22100e-03
YER179W,DMC1,-0.219,0.059,-0.167,1.18070e-04,3.67330e-01,1.38010e-01
YBR018C,GAL7,0.153,-1.995,3.126,7.88550e-04,3.62840e-11,3.94270e-17
YNL111C,CYB5,-0.009,-0.438,-0.014,8.78590e-01,4.27920e-05,9.20340e-01
YEL075C,YEL075C,0.028,-0.089,-0.387,5.82630e-01,1.44760e-01,6.10180e-03
YMR236W,TAF17,-0.023,-0.113,0.077,6.39550e-01,1.53880e-01,5.73620e-01
YLR184W,YLR184W,0.000,-0.000,0.000,7.90370e-01,6.36010e-01,9.99999e-01
YDL096C,YDL096C,0.004,0.088,-0.196,9.49570e-01,1.98960e-01,2.20670e-01
YDL169C,UGX2,0.293,0.316,0.501,5.28420e-05,2.12640e-04,6.05170e-04
YLR257W,YLR257W,-0.219,-0.166,0.256,1.66490e-05,3.75500e-03,1.72420e-04
YHR044C,DOG1,-0.168,-0.087,-0.614,2.08150e-04,8.82510e-02,3.02560e-09
YKL174C,YKL174C,0.000,0.000,0.000,9.99999e-01,9.99999e-01,9.99999e-01
YGR065C,VHT1,-0.104,-0.219,0.177,3.26890e-02,7.79200e-03,1.95280e-01
YGR138C,YGR138C,-0.332,-0.645,-0.308,1.91410e-07,4.24700e-06,1.47620e-02
YJL195C,YJL195C,-0.002,-0.606,0.656,9.99999e-01,2.19610e-03,6.75370e-03
YOR122C,PFY1,-0.183,0.163,-0.389,2.94960e-05,3.05890e-03,1.97690e-10
YMR091C,NPL6,0.102,-0.367,0.193,3.70670e-02,2.53870e-04,1.10250e-01
YHL012W,YHL012W,-0.163,-0.141,0.468,2.90160e-02,2.13730e-01,7.07010e-02
YBR301W,YBR301W,-0.183,0.052,-0.149,7.19570e-04,4.14450e-01,1.78110e-01
YGL033W,HOP2,-0.448,-0.383,-0.000,1.55520e-03,1.08500e-01,8.70280e-01
YGL106W,MLC1,-0.262,-0.327,-0.059,1.31410e-05,9.23890e-06,2.96180e-01
YJR002W,MPP10,0.170,-0.514,0.718,6.54180e-03,6.30750e-05,1.55630e-05
YML132W,COS3,-0.178,0.169,-0.550,7.00810e-05,4.78400e-03,2.36270e-13
YIR023W,DAL81,0.059,-0.008,0.063,1.09830e-01,8.76890e-01,3.35900e-01
YHR117W,TOM72,0.091,-0.075,-0.009,2.94230e-02,2.51070e-01,9.45540e-01
YHL013C,YHL013C,0.370,-0.660,0.839,9.01710e-07,2.91670e-05,1.59590e-05
YPR101W,SNT309,0.139,-0.394,0.465,1.20690e-02,2.34040e-03,3.49980e-03
YDR484W,SAC2,-0.156,-0.402,-0.247,1.91490e-03,1.53340e-03,6.19970e-03
YGL034C,YGL034C,-0.217,-0.061,0.088,2.87480e-02,6.30540e-01,7.72830e-01
YNR070W,YNR070W,0.265,0.360,0.193,1.07830e-03,1.72300e-04,3.16020e-01
YGL107C,YGL107C,0.137,-0.200,0.302,4.68810e-03,2.56420e-02,4.56630e-02
YEL076C,YEL076C,-0.038,-0.051,-0.356,3.84790e-01,3.01400e-01,3.15540e-03
YBR019C,GAL10,0.061,-1.993,2.856,9.86030e-02,3.31640e-11,3.93980e-18
YJR003C,YJR003C,-0.060,-0.626,0.521,2.20770e-01,3.58660e-06,4.99110e-03
YMR237W,YMR237W,-0.068,0.043,-0.146,9.34840e-02,3.06740e-01,1.76960e-02
YDL097C,RPN6,0.090,0.025,0.178,2.46830e-02,6.22770e-01,8.66470e-03
YLR185W,RPL37A,-0.272,-0.376,-0.075,3.28160e-05,2.49540e-06,3.04430e-01
YML133C,YML133C,-0.060,-0.049,-0.322,1.72240e-01,3.31250e-01,1.31310e-03
YIR024C,GIF1,0.176,-0.078,0.302,6.75620e-03,3.93750e-01,7.99130e-02
YLR258W,GSY2,-0.405,0.400,-0.487,4.41710e-09,1.83290e-06,5.86750e-12
YHR118C,ORC6,0.100,-0.325,0.363,3.09930e-02,2.11840e-03,4.80870e-03
YGR066C,YGR066C,-0.356,0.139,-0.356,5.27460e-04,3.61700e-01,5.21380e-02
YPR102C,RPL11A,-0.177,-0.380,-0.058,3.71830e-04,1.74240e-06,2.60520e-01
YJL196C,ELO1,-0.438,-0.046,-0.528,4.30950e-09,2.77080e-01,4.63000e-10
YOR050C,YOR050C,-0.049,-0.092,0.312,7.76400e-01,5.87250e-01,3.91270e-02
YOR123C,LEO1,0.373,0.056,0.545,1.95340e-07,6.22290e-01,5.53360e-04
YDR485C,YDR485C,0.343,0.018,0.420,1.12520e-04,9.53960e-01,2.42130e-02
YNR071C,YNR071C,-0.158,0.160,-0.194,1.11510e-01,3.49690e-02,2.58770e-01
YML095C-A,YML095C-A,-0.016,-0.068,-0.298,8.21910e-01,6.65150e-01,3.21050e-01
YAL008W,YAL008W,-0.168,0.081,-0.198,4.48130e-04,1.66590e-01,8.76220e-03
YMR092C,AIP1,-0.105,0.102,-0.079,2.30950e-02,2.32460e-02,2.58640e-01
YMR165C,SMP2,-0.162,-0.314,0.335,2.42850e-01,3.47840e-01,2.14920e-01
YLR259C,HSP60,-0.064,0.212,-0.521,2.65730e-01,3.81220e-05,4.48020e-11
YFL055W,AGP3,0.278,-0.334,0.278,2.47980e-05,2.19850e-04,2.10020e-02
YNL112W,DBP2,0.067,-0.312,-0.354,1.06460e-01,1.39930e-03,8.94050e-03
YML060W,OGG1,0.199,-0.579,0.168,4.27480e-02,1.21010e-02,6.97900e-01
YHR045W,YHR045W,-0.142,-0.097,-0.305,4.65370e-03,8.15030e-02,3.80630e-03
YKL175W,YKL175W,-0.057,-0.001,0.187,2.33620e-01,9.99999e-01,5.45430e-02
YBR230C,YBR230C,0.222,0.391,-0.083,1.02260e-05,1.91010e-07,1.52610e-01
YHL014C,YLF2,-0.107,-0.447,0.498,9.11850e-02,4.56530e-04,4.51370e-03
YGL035C,MIG1,0.345,0.310,-0.280,1.10200e-07,1.71720e-06,7.05330e-03
YGL108C,YGL108C,0.110,-0.159,0.194,1.14810e-01,1.32300e-01,1.58130e-01
YFL056C,AAD6,-0.131,-0.007,-0.102,1.13740e-02,8.99340e-01,2.60520e-01
YML061C,PIF1,0.200,-0.382,0.483,7.58340e-02,4.61170e-02,9.74980e-02
YMR238W,DFG5,-0.224,-0.305,0.462,2.13680e-05,7.61050e-05,1.74850e-05
YJR004C,SAG1,0.060,0.088,0.092,3.94400e-01,1.58970e-01,3.98340e-01
YDL098C,SNU23,0.204,-0.232,0.173,3.77560e-02,9.95130e-02,4.40880e-01
YLR186W,YLR186W,-0.149,0.255,-0.254,1.34720e-03,6.01950e-06,1.99660e-03
YHR046C,YHR046C,-0.310,-0.445,0.034,5.65570e-06,9.51320e-04,9.01450e-01
YKL176C,YKL176C,-0.064,0.076,-0.026,9.34450e-02,6.94490e-02,6.83690e-01
YGR067C,YGR067C,0.479,0.749,0.474,3.55660e-08,2.38100e-09,5.20900e-04
YOR051C,YOR051C,-0.029,-0.410,-0.336,4.60510e-01,2.19770e-04,1.26470e-03
YDR486C,YDR486C,0.104,-0.109,0.179,1.06230e-02,2.87590e-02,1.99450e-02
YOR124C,UBP2,-0.025,0.215,-0.163,8.36350e-01,2.94010e-02,1.76600e-01
YAL009W,SPO7,0.080,-0.060,0.378,1.35240e-01,3.27860e-01,1.09880e-02
YMR166C,YMR166C,0.119,0.372,-0.043,1.98510e-01,6.69390e-03,9.20340e-01
YMR239C,RNT1,0.038,-0.078,0.000,8.82090e-01,2.89630e-01,9.99999e-01
YNL040W,YNL040W,0.058,0.070,0.081,2.09720e-01,2.07520e-01,4.00780e-01
YNL113W,RPC19,0.304,-0.979,0.789,1.02760e-05,4.83470e-07,2.89370e-03
YIR025W,YIR025W,-0.153,-0.420,0.028,1.46020e-01,1.36650e-01,8.71900e-01
YPR030W,CSR2,0.046,0.370,0.123,2.96620e-01,1.65480e-04,1.70330e-01
YHR119W,SET1,-0.034,-0.043,0.049,4.51850e-01,4.26870e-01,6.46250e-01
YBR231C,YBR231C,0.213,-0.103,0.575,1.74130e-03,3.71890e-01,1.40650e-02
YPR103W,PRE2,-0.107,-0.041,0.144,1.24850e-02,3.60930e-01,3.75930e-02
YJL197W,UBP12,-0.135,-0.052,0.003,3.17860e-02,7.43200e-01,9.99999e-01
YNR072W,HXT17,0.214,0.214,-0.167,8.55280e-05,1.53840e-03,1.03250e-02
YFL057C,YFL057C,-0.163,0.068,-0.052,4.74020e-03,3.11410e-01,6.60160e-01
YNL041C,YNL041C,0.138,0.057,-0.003,7.34200e-03,4.37310e-01,9.79400e-01
YMR093W,YMR093W,0.091,-1.040,1.040,1.15990e-01,1.06790e-04,3.32800e-05
YNL114C,YNL114C,0.240,-0.692,0.303,2.06760e-04,4.00040e-06,1.25550e-01
YML062C,MFT1,0.232,-0.493,0.551,2.48250e-04,2.41880e-05,2.66730e-04
YLR187W,YLR187W,0.189,0.039,0.228,1.11750e-02,7.54240e-01,2.45280e-01
YIR026C,YVH1,0.000,-0.470,0.718,9.99999e-01,6.12590e-05,1.13910e-02
YHR047C,AAP1,-0.110,-0.036,-0.017,5.16830e-02,6.76000e-01,9.20340e-01
YPR104C,FHL1,0.161,0.369,0.754,2.52390e-01,1.47330e-04,2.43710e-02
YGR068C,YGR068C,-0.261,0.384,-0.256,1.79910e-03,3.40260e-04,1.44190e-01
YOR052C,YOR052C,0.042,-0.017,0.144,2.73720e-01,7.61650e-01,5.27650e-02
YOR125C,CAT5,-0.384,-0.321,-0.074,9.02650e-07,6.00900e-06,1.55990e-01
YDR487C,RIB3,-0.189,-0.021,-0.238,3.85390e-05,6.24210e-01,8.79760e-05
YNR073C,YNR073C,-0.240,0.837,-0.863,4.35350e-04,2.05140e-08,1.55580e-11
YHL015W,RPS20,-0.222,-0.135,-0.384,4.23290e-05,1.31660e-02,7.67320e-04
YGL036W,MTC2,-0.222,0.129,-0.175,6.90000e-04,2.28100e-01,6.06930e-01
YOL020W,SCM2,0.201,-0.016,-0.004,3.58170e-04,7.01740e-01,9.58820e-01
YGL109W,YGL109W,0.024,-0.208,0.255,7.65880e-01,1.34710e-01,2.13230e-01
YJR005W,APL1,-0.074,-0.111,0.216,4.97260e-02,4.47160e-02,3.11990e-03
YDL099W,YDL099W,0.377,-0.205,0.481,6.42100e-08,9.17040e-04,9.89630e-06
YPR031W,YPR031W,0.377,0.238,0.262,4.92220e-06,5.93070e-02,8.86160e-02
YKL177W,YKL177W,0.054,-0.000,-0.215,8.20760e-01,4.43190e-01,4.05940e-01
YHL016C,DUR3,0.000,0.000,0.000,6.62360e-01,9.05810e-01,9.99999e-01
YBR232C,YBR232C,0.089,-0.173,0.259,3.39060e-01,3.35380e-01,3.23020e-01
YJL198W,YJL198W,0.230,-0.118,-0.098,1.48270e-04,1.19900e-01,4.32540e-01
YGL037C,YGL037C,-0.432,0.261,-0.312,1.34950e-08,1.75080e-03,1.27660e-07
YOL021C,DIS3,0.083,0.079,0.072,1.95100e-01,6.17070e-01,7.26880e-01
YMR094W,CTF13,0.063,-0.323,0.132,5.64870e-01,1.07270e-01,7.59150e-01
YNL115C,YNL115C,-0.036,0.320,0.093,3.46200e-01,2.10360e-06,1.20920e-01
YMR167W,MLH1,0.022,-0.073,0.244,5.90220e-01,1.90640e-01,5.12320e-02
YLR188W,MDL1,0.031,0.106,-0.311,4.22750e-01,3.76370e-02,6.26770e-06
YIR027C,DAL1,-0.167,0.163,-0.076,2.25780e-02,3.31760e-02,5.26750e-01
YKL178C,STE3,0.041,0.122,0.184,7.06960e-01,4.65490e-01,3.62270e-01
YPR105C,YPR105C,0.159,0.233,0.169,1.95910e-02,2.16430e-03,1.69350e-01
YJL199C,YJL199C,-0.162,-0.015,-0.266,6.90840e-02,9.15220e-01,1.01960e-01
YDR488C,PAC11,0.148,-0.130,-0.057,2.22860e-02,1.54290e-01,7.09610e-01
YOR126C,IAH1,-0.038,-0.015,0.224,4.03910e-01,8.33850e-01,6.30740e-02
YNR074C,YNR074C,-0.092,-0.062,0.086,3.79930e-02,2.68320e-01,4.56960e-01
YMR095C,SNO1,-0.123,-0.215,0.406,3.38700e-01,3.20400e-01,1.50290e-01
YMR168C,CEP3,0.093,-0.153,0.000,7.31210e-01,7.21910e-01,9.25830e-01
YLR189C,UGT51,0.000,0.241,0.000,9.99999e-01,3.83120e-01,9.99999e-01
YFL058W,THI5,-0.045,0.279,-0.020,4.10510e-01,1.39120e-04,8.67110e-01
YNL042W,BOP3,-0.326,0.197,0.107,2.24890e-05,4.83180e-03,2.92660e-01
YJR006W,HYS2,0.126,-0.161,-0.017,5.83900e-03,9.88590e-03,8.76890e-01
YML063W,RPS1B,-0.388,0.435,0.230,1.75450e-06,5.45030e-05,2.94710e-01
YHR048W,YHR048W,-0.081,-0.051,-0.046,1.07770e-01,5.08410e-01,6.89770e-01
YPR032W,SRO7,0.044,0.000,-0.000,8.48150e-01,7.52630e-01,8.91330e-01
YGR069W,YGR069W,-0.419,-0.534,-0.338,4.83220e-04,9.66480e-02,2.14320e-01
YOR053W,YOR053W,0.136,0.019,0.180,1.35950e-03,6.42620e-01,1.74420e-02
YGL038C,OCH1,-0.246,0.040,-0.059,1.27710e-06,4.26380e-01,3.36950e-01
